student_id,gender,parental_education,internet_access,extracurricular,study_hours,attendance_pct,previous_exam_marks,assignment_marks,internal_marks,practice_test_score,sleep_hours,commute_minutes,final_exam_marks
S0374,Male,Master,No,No,4.7,81.4,78.0,61.0,80.0,73.0,6.4,34.0,66.2
S0738,Male,Master,Yes,No,7.7,83.4,63.0,61.0,80.0,70.0,7.1,18.0,73.7
S0860,Female,Bachelor,Yes,Yes,6.5,78.4,84.0,72.0,64.0,73.0,9.3,20.0,69.0
S0234,Female,High School,No,No,11.0,95.0,72.0,72.0,78.0,68.0,6.3,10.0,79.1
S0802,Female,Master,Yes,Yes,3.0,73.7,46.0,66.0,71.0,60.0,4.3,46.0,58.3
S0677,Male,Bachelor,Yes,Yes,6.1,100.0,91.0,95.0,72.0,71.0,6.9,30.0,78.4
S0318,Female,Bachelor,Yes,Yes,2.3,69.9,58.0,53.0,58.0,56.0,5.2,33.0,50.7
S0649,Female,High School,Yes,No,3.8,67.8,69.0,96.0,60.0,65.0,8.3,54.0,64.3
S0411,Female,Master,Yes,No,1.8,70.1,45.0,37.0,44.0,46.0,6.7,46.0,46.5
S0916,Female,Bachelor,Yes,No,3.6,89.0,86.0,61.0,67.0,64.0,5.9,32.0,72.0
S0710,Male,Bachelor,Yes,No,5.2,98.3,62.0,80.0,73.0,76.0,6.6,39.0,65.8
S0359,Female,High School,Yes,No,5.5,88.1,52.0,61.0,54.0,59.0,7.1,17.0,58.0
S0259,Male,Bachelor,No,Yes,3.7,71.3,76.0,61.0,68.0,71.0,6.3,39.0,60.0
S0745,Male,Bachelor,Yes,No,4.7,82.7,76.0,58.0,67.0,44.0,6.1,34.0,59.0
S0628,Male,Bachelor,Yes,No,6.2,135.7,89.0,93.0,74.0,67.0,5.3,23.0,75.4
S0633,Male,Bachelor,Yes,Yes,4.2,82.5,59.0,73.0,69.0,62.0,7.4,29.0,62.6
S0283,Female,Bachelor,Yes,Yes,4.0,100.0,69.0,69.0,72.0,68.0,7.4,31.0,79.4
S0377,Female,High School,Yes,No,3.6,77.6,58.0,73.0,60.0,68.0,6.6,7.0,64.3
S0385,Female,PhD,Yes,Yes,0.5,68.3,49.0,33.0,48.0,52.0,5.7,29.0,46.4
S0225,Female,Master,Yes,Yes,4.9,78.9,76.0,65.0,66.0,42.0,8.7,34.0,66.6
S0974,Female,,Yes,No,6.0,81.5,91.0,75.0,58.0,64.0,7.6,32.0,72.7
S0966,Female,High School,Yes,Yes,,83.7,55.0,55.0,74.0,54.0,7.6,7.0,53.1
S0473,Female,High School,Yes,Yes,5.1,79.8,65.0,63.0,66.0,63.0,7.0,35.0,57.9
S0348,Male,Bachelor,Yes,No,5.3,94.7,62.0,73.0,71.0,53.0,7.6,31.0,70.1
S0506,Male,High School,Yes,Yes,5.1,67.2,54.0,61.0,47.0,57.0,6.6,23.0,58.1
S0640,Female,Bachelor,Yes,No,4.5,72.9,72.0,89.0,75.0,73.0,7.4,20.0,67.7
S0514,Female,High School,No,Yes,4.6,90.6,65.0,68.0,56.0,64.0,5.3,31.0,58.2
S0798,Male,Master,Yes,Yes,6.6,79.3,69.0,70.0,63.0,57.0,7.6,16.0,65.3
S0947,Female,High School,Yes,No,4.6,87.8,55.0,67.0,65.0,56.0,,41.0,66.2
S0923,Male,High School,,No,3.4,75.4,67.0,58.0,66.0,58.0,8.3,35.0,51.6
S0620,Female,Bachelor,Yes,No,7.0,80.7,83.0,82.0,65.0,74.0,5.3,11.0,68.0
S0873,Female,High School,Yes,Yes,8.0,73.9,71.0,77.0,69.0,63.0,,54.0,72.7
S0821,Male,Master,Yes,No,7.5,84.1,57.0,65.0,56.0,54.0,8.4,17.0,63.3
S0646,Male,Master,No,No,5.7,97.8,68.0,69.0,54.0,76.0,9.9,51.0,67.8
S0864,Male,High School,Yes,Yes,5.3,70.1,60.0,77.0,56.0,64.0,8.6,32.0,71.2
S0557,Female,Master,No,No,4.9,71.9,63.0,65.0,40.0,58.0,7.0,11.0,57.9
S0978,Female,High School,No,No,2.5,67.8,41.0,78.0,73.0,68.0,8.3,20.0,52.9
S0578,Female,High School,Yes,No,4.4,84.5,75.0,76.0,54.0,58.0,6.0,21.0,65.9
S0796,Male,Bachelor,No,Yes,5.0,79.1,55.0,75.0,53.0,61.0,7.5,28.0,53.0
S0086,Male,High School,No,No,7.0,83.1,62.0,81.0,52.0,72.0,7.1,17.0,65.2
S0243,Female,Bachelor,Yes,Yes,3.9,68.5,36.0,53.0,59.0,72.0,7.8,51.0,56.7
S0699,Male,PhD,Yes,No,4.4,73.5,52.0,58.0,64.0,66.0,6.1,32.0,60.1
S0160,Female,Bachelor,No,No,5.7,74.7,56.0,53.0,48.0,45.0,4.9,48.0,51.6
S0525,Male,High School,Yes,No,10.3,88.2,79.0,62.0,62.0,90.0,8.9,8.0,79.7
S0036,Male,Bachelor,Yes,No,5.9,92.9,81.0,73.0,67.0,70.0,7.8,11.0,72.5
S0541,Female,Bachelor,No,Yes,0.8,73.2,58.0,64.0,40.0,57.0,4.2,35.0,40.2
S0171,Male,PhD,Yes,Yes,4.6,88.8,56.0,,65.0,62.0,5.6,30.0,57.6
S0655,Female,Master,Yes,No,8.1,70.6,70.0,73.0,71.0,51.0,8.7,27.0,66.7
S0908,Female,High School,Yes,No,4.6,84.9,49.0,47.0,51.0,50.0,6.7,24.0,56.2
S0875,Female,PhD,Yes,Yes,7.1,89.4,43.0,64.0,49.0,52.0,7.6,55.0,65.1
S0865,Female,Bachelor,Yes,No,7.4,59.7,60.0,57.0,61.0,61.0,7.3,4.0,63.2
S0963,Female,High School,Yes,No,2.5,74.9,58.0,52.0,64.0,47.0,5.9,26.0,50.1
S0734,Male,Bachelor,No,No,3.0,93.6,63.0,91.0,76.0,68.0,5.2,13.0,63.2
S0096,Female,Bachelor,Yes,Yes,3.4,76.9,57.0,57.0,52.0,48.0,6.3,49.0,53.5
S0564,Female,High School,Yes,No,5.2,67.5,62.0,60.0,58.0,49.0,7.6,24.0,61.2
S0241,Male,Bachelor,Yes,No,3.4,79.1,60.0,77.0,58.0,39.0,6.4,42.0,66.1
S0743,Male,High School,Yes,No,2.3,64.1,51.0,63.0,52.0,46.0,8.0,16.0,45.4
S0575,Male,High School,,No,2.0,85.9,72.0,52.0,87.0,64.0,5.9,19.0,63.7
S0691,Male,High School,Yes,No,2.4,,69.0,81.0,51.0,62.0,7.5,33.0,62.2
S0461,Female,Master,Yes,Yes,2.3,96.9,66.0,67.0,72.0,67.0,6.9,23.0,64.7
S0554,Female,Bachelor,Yes,Yes,3.8,67.9,78.0,86.0,83.0,89.0,5.8,24.0,71.8
S0896,Female,Master,Yes,Yes,9.9,84.2,80.0,74.0,78.0,83.0,6.6,36.0,88.8
S0207,Male,High School,No,Yes,2.2,86.1,58.0,72.0,63.0,50.0,,2.0,55.7
S0393,Male,Bachelor,Yes,No,3.5,75.8,68.0,83.0,59.0,59.0,7.8,50.0,56.9
S0795,Male,Bachelor,Yes,No,4.3,68.4,48.0,55.0,44.0,50.0,7.4,2.0,49.2
S0398,Female,Master,Yes,No,7.8,77.6,64.0,83.0,52.0,51.0,8.6,35.0,76.5
S0767,Female,Master,Yes,No,2.7,85.4,65.0,58.0,78.0,57.0,6.3,24.0,58.5
S0866,Male,Bachelor,Yes,No,4.2,72.9,72.0,74.0,71.0,66.0,6.7,19.0,62.9
S0218,Female,Master,No,No,6.4,72.4,72.0,77.0,71.0,62.0,7.1,9.0,65.9
S0005,Female,Bachelor,Yes,Yes,5.1,64.2,47.0,36.0,55.0,37.0,6.2,49.0,47.9
S0769,Male,Bachelor,No,Yes,3.5,74.8,58.0,63.0,45.0,42.0,7.1,7.0,48.3
S0643,Female,Master,Yes,No,,92.9,86.0,84.0,89.0,65.0,8.9,37.0,87.3
S0915,Female,Bachelor,No,Yes,4.5,95.6,62.0,85.0,71.0,65.0,7.4,44.0,67.2
S0613,Male,PhD,Yes,No,0.5,60.8,65.0,41.0,49.0,68.0,7.3,35.0,48.7
S0739,Female,Master,Yes,No,8.2,90.6,61.0,56.0,58.0,44.0,6.6,29.0,74.1
S0547,Female,High School,Yes,Yes,6.3,75.9,71.0,65.0,67.0,58.0,7.1,41.0,66.3
S0726,Female,Bachelor,Yes,No,4.9,72.4,81.0,77.0,77.0,87.0,5.6,26.0,76.5
S0684,Female,PhD,Yes,No,7.9,81.3,49.0,74.0,67.0,49.0,6.2,34.0,69.1
S0099,Female,Bachelor,Yes,Yes,8.2,81.7,53.0,90.0,72.0,53.0,5.8,32.0,73.7
S0805,Male,High School,Yes,No,5.6,84.3,86.0,75.0,74.0,66.0,6.6,23.0,69.8
S0728,Female,Bachelor,Yes,Yes,4.4,74.5,74.0,75.0,65.0,68.0,9.7,13.0,70.3
S0574,Male,High School,Yes,No,4.7,48.6,51.0,67.0,66.0,61.0,7.3,33.0,58.7
S0407,Female,Bachelor,Yes,Yes,2.9,72.5,60.0,82.0,60.0,58.0,7.9,33.0,59.8
S0503,Female,,Yes,No,,76.2,59.0,58.0,56.0,60.0,5.2,22.0,53.6
S0048,Female,Bachelor,Yes,Yes,6.7,89.1,63.0,48.0,55.0,87.0,6.4,32.0,73.5
S0033,Male,High School,Yes,No,3.4,76.2,65.0,59.0,58.0,73.0,7.6,7.0,71.1
S0780,Male,Bachelor,Yes,Yes,4.7,67.9,50.0,62.0,53.0,39.0,7.4,3.0,57.1
S0840,Male,Bachelor,Yes,No,6.5,81.7,66.0,73.0,61.0,54.0,7.8,27.0,68.6
S0201,Male,Bachelor,Yes,No,2.1,95.4,66.0,54.0,79.0,80.0,5.3,25.0,70.9
S0135,Male,Master,Yes,No,4.1,77.2,54.0,47.0,45.0,46.0,6.3,39.0,51.9
S0028,Female,Master,Yes,No,4.1,87.4,66.0,66.0,58.0,62.0,8.2,39.0,65.3
S0948,Male,High School,No,No,2.2,68.3,26.0,53.0,56.0,44.0,6.1,43.0,35.8
S0231,Male,High School,No,No,3.1,74.9,67.0,70.0,55.0,50.0,5.5,19.0,53.8
S0490,Female,Bachelor,Yes,No,4.9,81.1,81.0,74.0,74.0,85.0,7.9,31.0,72.2
S0773,Female,Bachelor,Yes,Yes,2.8,79.5,68.0,63.0,80.0,43.0,5.6,3.0,58.4
S0379,Female,,Yes,Yes,6.2,78.9,78.0,83.0,81.0,62.0,7.2,30.0,71.1
S0289,Female,Bachelor,No,Yes,5.1,82.8,62.0,54.0,62.0,60.0,7.4,34.0,60.1
S0419,Female,PhD,No,No,5.0,79.3,73.0,75.0,75.0,61.0,8.5,19.0,74.9
S0675,Male,High School,Yes,Yes,4.0,85.8,72.0,58.0,74.0,52.0,8.0,38.0,72.1
S0392,Male,Bachelor,Yes,No,8.0,81.6,82.0,72.0,62.0,55.0,7.0,9.0,77.3
S0593,Male,High School,Yes,No,4.4,94.6,89.0,76.0,82.0,73.0,9.3,46.0,87.0
S0499,Male,Bachelor,Yes,No,5.5,71.6,47.0,75.0,43.0,45.0,7.2,15.0,57.3
S0139,Male,High School,Yes,Yes,7.5,91.7,76.0,88.0,74.0,78.0,7.8,41.0,79.3
S0063,Female,High School,Yes,No,3.2,75.9,66.0,52.0,71.0,64.0,6.8,22.0,60.7
S0472,Female,Bachelor,,No,4.7,76.5,56.0,78.0,49.0,68.0,6.0,65.0,62.8
S0648,Female,Master,Yes,No,5.3,89.8,41.0,66.0,46.0,50.0,7.4,17.0,63.1
S0129,Female,High School,Yes,No,2.0,64.7,57.0,70.0,55.0,33.0,5.1,21.0,43.3
S0997,Female,,Yes,Yes,5.8,73.6,70.0,76.0,70.0,70.0,7.8,35.0,69.9
S0521,Male,Bachelor,Yes,No,2.6,81.4,68.0,81.0,64.0,63.0,6.7,38.0,59.9
S0839,Male,High School,Yes,Yes,5.0,87.4,87.0,88.0,78.0,84.0,7.9,31.0,79.5
S0983,Female,High School,Yes,Yes,7.0,78.3,74.0,62.0,54.0,75.0,,29.0,66.4
S0065,Male,High School,No,Yes,2.8,86.7,58.0,89.0,68.0,75.0,6.4,45.0,61.8
S0813,Female,Master,Yes,No,6.8,92.3,51.0,86.0,72.0,64.0,6.6,17.0,70.3
S0015,Male,High School,Yes,No,3.2,76.0,82.0,84.0,74.0,71.0,7.9,43.0,63.5
S0157,Female,Master,Yes,No,,87.7,68.0,61.0,59.0,63.0,5.8,18.0,79.9
S0041,Male,High School,Yes,Yes,4.1,79.4,74.0,78.0,66.0,59.0,7.6,55.0,71.2
S0493,Female,Bachelor,No,No,2.1,67.7,69.0,52.0,64.0,65.0,5.8,34.0,58.3
S0380,Male,High School,Yes,Yes,4.8,94.7,63.0,72.0,56.0,52.0,7.3,68.0,62.4
S0188,Female,Bachelor,Yes,No,9.5,74.2,60.0,60.0,55.0,39.0,8.9,24.0,68.6
S0764,Female,High School,Yes,No,8.3,79.1,66.0,85.0,54.0,61.0,6.5,64.0,66.9
S0217,Female,High School,Yes,No,3.9,75.1,71.0,87.0,73.0,75.0,6.2,12.0,66.6
S0792,Female,High School,Yes,Yes,6.7,73.9,57.0,53.0,56.0,42.0,5.5,32.0,61.0
S0053,Female,Bachelor,Yes,No,4.3,85.5,62.0,31.0,61.0,50.0,6.1,18.0,58.6
S0879,Female,Bachelor,Yes,Yes,6.3,66.5,62.0,69.0,53.0,65.0,8.1,32.0,68.8
S0338,Female,PhD,Yes,Yes,2.3,80.6,80.0,74.0,62.0,69.0,7.8,18.0,69.2
S0749,Male,Bachelor,Yes,Yes,3.4,68.4,62.0,86.0,69.0,46.0,6.7,44.0,55.3
S0720,Female,PhD,Yes,No,7.4,69.1,52.0,68.0,57.0,46.0,5.9,22.0,61.2
S0725,Male,Bachelor,Yes,Yes,2.5,94.2,62.0,54.0,58.0,63.0,7.2,49.0,62.9
S0296,Male,Bachelor,Yes,No,,65.5,75.0,69.0,76.0,62.0,7.2,25.0,73.7
S0702,Male,High School,No,Yes,4.8,86.8,61.0,56.0,58.0,67.0,6.5,33.0,63.5
S0252,Male,High School,Yes,No,,78.3,59.0,71.0,78.0,65.0,7.0,11.0,64.3
S0727,Female,PhD,Yes,No,6.2,78.2,70.0,54.0,80.0,67.0,6.5,19.0,69.5
S0462,Female,,Yes,Yes,2.1,93.8,47.0,61.0,47.0,49.0,7.2,47.0,49.2
S0456,Male,High School,Yes,No,5.6,84.1,66.0,,64.0,58.0,18.9,33.0,61.5
S0281,Female,Bachelor,Yes,Yes,4.3,54.2,67.0,83.0,63.0,74.0,6.4,8.0,60.2
S0816,Male,High School,Yes,Yes,11.7,73.9,59.0,74.0,65.0,65.0,7.8,24.0,78.4
S0863,Male,High School,Yes,No,9.8,74.7,67.0,71.0,50.0,59.0,6.3,30.0,74.3
S0270,Male,Bachelor,Yes,Yes,6.6,77.5,60.0,,53.0,57.0,6.2,21.0,67.7
S0202,Male,Master,Yes,Yes,4.3,62.1,76.0,75.0,69.0,76.0,6.7,8.0,64.9
S0162,Male,High School,Yes,Yes,4.9,84.8,63.0,67.0,59.0,60.0,8.5,38.0,70.7
S0556,Female,Bachelor,No,Yes,5.5,77.0,54.0,67.0,56.0,66.0,9.2,35.0,61.8
S0730,Male,Bachelor,Yes,No,4.0,77.0,53.0,58.0,49.0,44.0,6.8,11.0,50.4
S0402,Male,Bachelor,Yes,Yes,3.0,82.8,73.0,74.0,56.0,60.0,5.9,40.0,59.0
S0703,Male,High School,Yes,No,1.4,61.6,52.0,54.0,61.0,42.0,5.4,22.0,44.6
S0477,Female,High School,No,Yes,3.9,77.5,76.0,62.0,57.0,83.0,7.1,3.0,67.3
S0822,Female,Bachelor,Yes,No,9.6,96.3,73.0,73.0,81.0,92.0,7.6,42.0,83.3
S0772,Female,Bachelor,Yes,No,4.2,88.1,82.0,83.0,72.0,69.0,5.8,57.0,69.4
S0106,Female,Master,Yes,Yes,3.0,70.9,55.0,,65.0,59.0,,31.0,57.7
S0566,Male,Bachelor,No,Yes,4.9,85.7,70.0,95.0,57.0,68.0,9.0,28.0,67.1
S0390,Male,High School,Yes,Yes,2.9,69.5,50.0,62.0,59.0,45.0,7.3,23.0,45.4
S0002,Female,Master,Yes,Yes,5.2,65.0,53.0,78.0,50.0,49.0,8.2,24.0,63.2
S0991,Male,High School,Yes,No,3.3,90.1,73.0,71.0,68.0,64.0,6.0,37.0,58.6
S0741,Female,High School,Yes,Yes,5.6,68.4,74.0,69.0,71.0,70.0,6.3,5.0,69.3
S0562,Female,High School,Yes,No,4.1,83.9,66.0,99.0,63.0,60.0,5.2,42.0,63.6
S0932,Female,Master,Yes,Yes,9.2,79.9,66.0,81.0,91.0,58.0,5.7,2.0,79.3
S0081,Male,High School,Yes,No,5.0,82.4,65.0,61.0,65.0,57.0,7.6,50.0,65.4
S0206,Male,High School,Yes,Yes,0.5,83.8,62.0,88.0,65.0,55.0,5.8,28.0,51.3
S0035,Female,Bachelor,No,Yes,6.6,87.5,63.0,78.0,74.0,84.0,7.4,13.0,72.8
S0776,Male,PhD,No,No,2.2,93.7,76.0,60.0,58.0,62.0,5.3,26.0,65.6
S0509,Female,Master,Yes,No,2.6,,59.0,74.0,50.0,44.0,9.4,53.0,51.6
S0428,Female,Bachelor,Yes,No,5.3,98.8,98.0,78.0,74.0,71.0,5.6,32.0,76.0
S0455,Male,,Yes,No,4.4,94.3,67.0,56.0,79.0,49.0,6.7,46.0,60.4
S0367,Female,High School,No,No,6.1,78.1,60.0,57.0,67.0,55.0,5.9,30.0,54.0
S0092,Male,,Yes,No,4.6,72.3,72.0,74.0,63.0,65.0,7.4,42.0,61.2
S0340,Male,Master,Yes,No,5.9,93.9,75.0,86.0,65.0,78.0,7.8,27.0,81.3
S0898,Male,Bachelor,No,No,5.4,84.8,49.0,57.0,42.0,47.0,7.1,34.0,52.5
S0565,Male,High School,Yes,No,7.9,71.3,82.0,70.0,78.0,85.0,7.6,34.0,82.9
S0346,Male,Bachelor,Yes,No,1.6,70.7,39.0,,52.0,33.0,6.4,38.0,42.2
S0777,Female,High School,No,No,2.1,67.6,59.0,64.0,64.0,67.0,7.9,27.0,62.0
S0242,Male,Bachelor,Yes,No,6.0,79.8,56.0,80.0,75.0,61.0,5.5,57.0,66.6
S0014,Female,High School,Yes,Yes,6.1,96.1,77.0,76.0,79.0,84.0,6.1,11.0,71.9
S0316,Female,High School,Yes,Yes,6.3,62.1,60.0,77.0,73.0,45.0,5.7,7.0,60.8
S0601,Female,Bachelor,Yes,Yes,,97.2,82.0,76.0,87.0,72.0,7.7,41.0,81.2
S0388,Female,Bachelor,,Yes,6.6,86.6,71.0,,67.0,64.0,8.3,13.0,71.9
S0274,Female,Bachelor,Yes,No,8.1,81.5,79.0,,76.0,86.0,8.4,38.0,79.1
S0167,Male,PhD,Yes,Yes,6.4,78.2,73.0,65.0,76.0,66.0,6.8,11.0,70.9
S0841,Male,High School,Yes,Yes,8.7,71.3,89.0,86.0,78.0,75.0,8.1,50.0,80.8
S0637,Female,High School,Yes,No,6.6,85.5,48.0,58.0,75.0,51.0,5.8,22.0,61.2
S0647,Male,PhD,Yes,Yes,5.6,75.0,69.0,88.0,65.0,81.0,7.2,33.0,72.7
S0819,Male,Bachelor,Yes,Yes,3.5,83.5,64.0,74.0,92.0,71.0,6.0,19.0,72.7
S0485,Female,Bachelor,Yes,No,5.2,82.5,59.0,65.0,62.0,53.0,5.5,31.0,50.8
S0522,Male,PhD,Yes,Yes,4.1,59.3,63.0,64.0,46.0,61.0,8.4,36.0,57.4
S0505,Female,Master,Yes,No,,54.7,32.0,45.0,49.0,37.0,4.9,4.0,35.6
S0832,Female,High School,Yes,No,7.2,,89.0,79.0,88.0,76.0,7.3,30.0,79.3
S0244,Male,High School,Yes,No,4.4,69.7,64.0,61.0,51.0,60.0,6.7,28.0,55.8
S0567,Male,High School,Yes,No,6.4,93.7,56.0,56.0,50.0,61.0,9.4,43.0,64.7
S0876,Male,Bachelor,Yes,Yes,3.7,54.4,48.0,44.0,47.0,40.0,6.6,12.0,49.7
S0563,Female,Bachelor,Yes,No,3.7,77.4,66.0,56.0,76.0,69.0,7.6,24.0,68.7
S0973,Male,PhD,Yes,Yes,5.2,68.7,61.0,78.0,71.0,51.0,6.6,39.0,64.1
S0687,Female,Bachelor,Yes,Yes,5.2,73.8,65.0,64.0,45.0,65.0,5.3,25.0,52.2
S0958,Female,High School,No,No,4.9,86.4,78.0,88.0,85.0,84.0,8.2,57.0,78.5
S0190,Female,Bachelor,Yes,No,4.1,100.0,81.0,87.0,86.0,72.0,6.3,31.0,77.6
S0783,Male,Master,Yes,No,5.6,90.9,80.0,71.0,88.0,81.0,6.6,32.0,79.3
S0700,Female,Bachelor,Yes,Yes,3.0,77.7,63.0,61.0,63.0,65.0,5.0,27.0,58.7
S0476,Male,High School,Yes,Yes,6.3,78.8,54.0,74.0,69.0,58.0,8.3,25.0,68.8
S0682,Male,High School,Yes,No,5.5,84.4,79.0,69.0,73.0,66.0,6.0,37.0,75.5
S0511,Male,High School,No,Yes,,58.8,35.0,66.0,51.0,41.0,9.7,38.0,43.7
S0059,Male,Bachelor,Yes,Yes,3.7,69.2,51.0,63.0,43.0,44.0,6.5,38.0,50.7
S0475,Female,Bachelor,Yes,No,8.0,80.9,77.0,81.0,70.0,55.0,6.0,39.0,74.0
S0561,Female,High School,Yes,Yes,4.8,87.9,67.0,63.0,42.0,45.0,9.1,13.0,67.7
S0857,Female,Master,Yes,No,3.7,73.1,79.0,80.0,58.0,69.0,7.7,2.0,71.3
S0748,Female,High School,Yes,No,1.9,59.1,74.0,71.0,65.0,70.0,8.7,50.0,58.8
S0253,Male,Bachelor,Yes,Yes,5.1,80.8,79.0,62.0,78.0,88.0,7.9,31.0,76.0
S0022,Male,PhD,Yes,No,1.8,92.4,56.0,74.0,50.0,75.0,7.3,18.0,59.6
S0314,Male,Bachelor,Yes,Yes,5.0,86.9,73.0,48.0,61.0,49.0,6.6,3.0,62.9
S0460,Female,Bachelor,Yes,Yes,6.1,87.3,57.0,70.0,62.0,62.0,6.5,25.0,66.9
S0161,Female,Bachelor,Yes,Yes,7.3,76.7,67.0,,50.0,47.0,7.6,46.0,70.5
S0277,Male,Bachelor,No,Yes,3.7,80.1,55.0,54.0,62.0,53.0,6.2,20.0,55.7
S0956,Female,PhD,Yes,No,3.6,,84.0,80.0,77.0,60.0,8.4,48.0,73.0
S0192,Female,High School,Yes,No,5.0,85.1,73.0,67.0,61.0,61.0,19.7,10.0,74.7
S0386,Male,Bachelor,No,Yes,8.1,78.5,53.0,72.0,57.0,60.0,5.9,15.0,65.6
S0806,Female,High School,Yes,Yes,4.1,84.0,88.0,,79.0,74.0,6.3,42.0,74.0
S0414,Male,High School,No,No,5.5,96.7,70.0,84.0,80.0,62.0,6.1,44.0,73.3
S0492,Male,Master,Yes,No,5.7,100.0,67.0,64.0,74.0,57.0,,34.0,66.5
S0344,Female,Bachelor,Yes,Yes,4.9,100.0,61.0,72.0,54.0,64.0,7.2,17.0,64.5
S0770,Female,Bachelor,Yes,Yes,6.9,100.0,88.0,84.0,80.0,67.0,6.5,30.0,75.6
S0309,Female,PhD,Yes,No,5.4,93.1,64.0,79.0,73.0,76.0,5.6,34.0,70.4
S0662,Female,High School,Yes,Yes,2.3,76.9,71.0,77.0,72.0,64.0,6.9,22.0,66.5
S0131,Male,Master,Yes,Yes,3.2,100.0,49.0,62.0,70.0,57.0,8.2,43.0,66.2
S0664,Male,High School,Yes,Yes,5.7,82.5,64.0,55.0,57.0,66.0,6.4,36.0,69.4
S0872,Female,Bachelor,Yes,No,6.2,72.8,51.0,70.0,59.0,41.0,7.5,24.0,67.5
S0100,Female,PhD,Yes,No,6.1,69.0,54.0,61.0,62.0,56.0,8.3,36.0,69.6
S0373,Male,High School,Yes,No,7.6,94.3,78.0,61.0,68.0,53.0,6.3,26.0,72.3
S0088,Female,Master,Yes,No,4.4,87.4,68.0,74.0,65.0,63.0,5.6,36.0,65.0
S0459,Male,High School,Yes,Yes,7.6,79.6,75.0,78.0,62.0,58.0,8.7,62.0,81.6
S0331,Male,Master,Yes,Yes,11.9,92.7,77.0,70.0,76.0,48.0,7.1,18.0,82.5
S0215,Female,Bachelor,Yes,Yes,3.1,60.5,62.0,80.0,59.0,49.0,8.7,37.0,56.6
S0467,Male,Bachelor,Yes,Yes,7.3,93.6,54.0,76.0,72.0,59.0,6.7,31.0,68.8
S0122,Male,High School,Yes,Yes,3.8,85.9,65.0,72.0,63.0,88.0,7.3,25.0,69.6
S0615,Female,High School,Yes,Yes,7.1,75.4,58.0,69.0,56.0,40.0,6.8,29.0,58.6
S0021,Female,Master,Yes,No,4.4,71.2,65.0,58.0,58.0,58.0,6.0,17.0,56.6
S0701,Female,Master,Yes,Yes,5.9,87.1,77.0,75.0,66.0,71.0,5.2,23.0,75.4
S0072,Female,,Yes,Yes,1.5,64.5,73.0,58.0,49.0,41.0,6.2,29.0,57.6
S0107,Male,High School,Yes,Yes,4.8,55.4,48.0,68.0,73.0,59.0,6.8,14.0,57.6
S0271,Male,Bachelor,Yes,Yes,3.4,86.7,70.0,63.0,49.0,68.0,5.8,54.0,64.6
S0861,Male,PhD,No,Yes,,88.5,49.0,80.0,58.0,61.0,5.1,42.0,50.7
S0436,Male,High School,,No,2.7,74.4,55.0,65.0,70.0,39.0,7.9,45.0,61.3
S0103,Female,Master,Yes,Yes,1.7,79.7,72.0,83.0,63.0,41.0,4.5,39.0,57.5
